anger;detesto la gente irresponsable para que pedis un turno si siempre cancelas a ultima hora maldecir
anticipation;pregunta seria a tu cogiamigo se le regala algo para navidad o nel pastel pensativo
trust;pero esta bien no voy a demostrar q me afecta pulgar pulgar pulgar pulgar
disgust;puto suenoooooooo ansioso
disgust;todavia tengo que comprar los regalos desconcertado
sadness;otro de diciembre sin decir ay amor ya tiraste el ponche estas todo estupido decepcionado
anger;en serio mi paciencia esta por caducar la gente me agota desconcertado
disgust;necia la gente que quiere poner pura banda porque esta hasta la vrga cuando todos traen el perreo aun frustrado
sadness;tan lindoo mi bleizer amarillo y mi hija me lo pinto todo triste triste
anger;me enferma que sean tan irresponsables frustrado
anger;no les voy a decir quien se volvio caminando con lluvia anoche y tiene la garganta pateada frustrado
anticipation;hoy me tatuo aterrado aterrado aterrado aterrado
disgust;que guapa estas la cosa es que tienes novio enfadado
joy;mi madre nos ha regalado flores a andrea y a mi acuerdo
disgust;despierta desde las de la manana gracias lluvia frustrado
surprise;mi para ti de tik tok anda muy personal enfadado
anger;imagina pasarse 10min peinandome delante del espejo para que salga a la calle me de el viento y acabe pareciendo javier bardem enfadado
surprise;no les pasa que tienen alergia a todas las mascotas pero menos a la suya asombrado
anger;la puta mierda de vida que llevo frustrado
anger;a los que os quejais de no entender gallego os reto a decirme que dice slo mo desconcertado
joy;felizzzzz pq hoy me voy a mi casa fiesta bailar
disgust;no hay momento que me sienta mas vieja que cuando me sorprendo diciendo o pensando anda ya se acabo el ano ansioso jajjajajjaj
disgust;por que no se os llena la boca hablando de la constitucion cuando dejan desamparados a menores desahucian a personas mayores no somos iguales antes la ley no voy a decir a q m huele porque ya lo sabemos todos avergonzado avergonzado
joy;ayer me llego mucho carinito adorar
joy;hoy es dia de fiesta confeti
anger;la comparacion con el debate de la ley anti tabaco donde se justifica la sanidad universal gratuita porque es una adiccion y claro tiene disculpa frustrado no se trata de que sea una enfermedad justificada senora se trata de que se proporciona sanidad gratuita universal o no
disgust;nuria deja de tomar cafe enfadado
disgust;la gente se vive quejando de que no hay citas en la eps pero cuando no pueden asistir no cancelan ansioso
surprise;chocoaventuras de otro nivel desconcertado
anger;que fiebre tan malparidaaaa desanimado desanimado desanimado
anger;la policia le tiene que hacer el llamado e informar a los victimas de poner la denuncia para que los delincuentes no salgan libres pensativo
anger;viste cuando dicen hoy no es mi dia buenooo hoy no es el mio enfadado
joy;me ha tocado me ha tocado confeti confeti la suerte de tener una increible comunidad fantasia
anger;la loteria no se pero pedrito podria darme novedades de la beca e ingresarmela ya cabreado
surprise;tuve un sueno inception sone que estaba sonando y luego estaba comentando el sueno en el sueno desconcertado
surprise;han cachao que cuando uno responde no a cuando te preguntas si estas bien a la gente le explota la cabeza desconcertado no estan acostumbrados a esa respuesta
anger;todos descansando y yo aqui trabajando como esclava un de diciembre triste somnoliento lo bueno que salgo a la relajado
trust;no sentimos ningun temblor en la capital suspicaz
anger;los cajeros de san gui o no funcionan o no tienen dinero nunca durante la semana frustrado
anger;tengo un mal humor hoyyy cabreado cabreado
joy; de la manana y yo llamandola a juli me va a odiar feliz adorar
disgust;y ahi quedaste pu le pusiste mas color y ahi quedaste frustrado
disgust;aun es miercoles frustrado
joy;un dia de verano en gualeguaychu equivale a mas de duchas en un dia pulgar
anger;que pena que se esten robando los bonos navidenos personas que ni siquiera los necesitan y aca es donde entra el dicho pensativo vemos la paja en el ojo ajeno y no vemos la viga que tenemos en el nuestro
joy;la verdad que estan bastante bien parece que van mas suaves hacen menos ruidos son mas esteticos asientos mas comodos no estan nada mal la verdad aprobacion
disgust;me he dejado asombrado los auriculares desconcertado en salamanca payaso una genia soy
joy;free visa to turkey
surprise;me compre nose cuantas cosas para ponerme para la fiestas y ahora nada me gusta ok ok ok
surprise;q son estas ganas de cortarme el pelo cortito otra vez desconfiado
joy;uy ya tengo una novia avergonzado avergonzado
sadness;no me toca ni la loteria suspicaz
trust;que quieren que suba hoy cara
joy;buenos dias amores mios adorar
surprise;hay un tweet que dice estudien para darle a su perrito la casa que merece yo pase todo un domingo armandole una casita a mi perra y la pelotuda se acuesta en el techo frustrado
sadness;nos debemos la despedida desanimado
sadness;al menos no necesito manejar de manera urgente o si no estaria peor frustrado
joy;el segundo premio ha caido en mi municipio aterrado relajado
surprise;ya es oficial el uso de hba1c en chile como criterio diagnostico de dm2 aterrado por cromatografia liquida de alta resolucion hplc o inmunoensayo
anger;de acuerdo al sabio de macuspana un dia ni no malo fue el lunes pasado ya que solo se registraron sesenta y ocho homicidios avergonzado
disgust;lo malo de tener padres religiosos es que te vendan todas las pajas de la biblia perdonar al projimo la union familiar estamos hechos a las semejanzas de dios y pare de contar frustrado
anticipation;la verdad q sigo sin entender pensativo
sadness;tengo la cabeza en cualquier lado ultimamente avergonzado
sadness;cb desde que he llegado aqui lo menos que he hecho es dormir frustrado
joy;buen dia ya se va acercando el dia en el que hare mis ediciones navidenas el ano pasado faltaron por muchas razones pero este no faltaran ni las navidenas ni las de fin de ano bengala navidad noel claus confeti
sadness;esas ganas de un tremendo mananero y no tener con quien ansioso ansioso
anger;hasta ahora al cabo de anos he visto que el gobiernito no ha hecho nada por el bienestar y mejoramiento de la calidad de vida del jubilado pensionado me pregunto seria acertado que yo le diera mi voto al prd para el si no ha hecho nada x mi hoy los leo pensativo
surprise;como van terminando el ano yo tranqui me entere me entere mediante un estudio que en algun momento tuve un acv miedoso miedoso
surprise;los madridistas rabiando porque ayer expulsan a kounde por agredir a alba avergonzado alguien me lo puede explicar
anticipation;alguien mas quiere vender su entrada de la gran navidad frustrado
disgust;se me fueron hasta las ganas de comer pulgar
sadness;mi corazoncito en mil pedazos relajado partido agradecido
joy;pero temprano me dormi anoche avergonzado
anticipation;y si me meto en ese peo pensativo
anger;me levante muy temprano porque tenia que viajar y no habia yerba para el mate enfadado
joy;ire a comprar juguetes me lo merezco quiero recuperar los juguetes de mi infancia relajado relajado relajado descontento descontento descontento descontento descontento chuche chuche
sadness;yo acuerdo llorar por todo
joy;q lindo ver como todos estan saludando a louis implorando relajado relajado relajado
joy;dando las gracias por no haber perdido el gusto y poder saborear el chocolate frustrado
anticipation;esperando mi visita cara
anticipation;necesito un mananero indice aprobacion para quitarme este frio
disgust;un de mierda triste
joy;que dicha amarillo adorar
anticipation;te amo mas que ayer y menos que manana adorar
anger;la maldita costumbre de no apagar el aire y despues levantarme congestionada frustrado
sadness;extrano cuando mi hermano vivia conmigo devuelvanme a mi hermano cansado triste
joy; dias amistoso
fear;confieso que tengo al menos cuatro pintalabios que encontre en la feria de albacete hace unos anos y que no uso por miedo al herpes solo los tengo de trofeo cara
fear;hablar de nosotros eso es haram ansioso
anger;un accidente frente a mi edificio un motoquero se saco la chucha y quedo atravesado en la calle venia curado llegaron los amigos y se lo llevaron al sapu frustrado
fear;he dado positivo xd en tener la mejor combi completa avergonzado
disgust;en el grupo de las gordas se discute si podemos mezclar sandia con vino pensativo yo digo vengaaaa
disgust;que bien horitas de vuelo divertido y un dolor de cuello inmamable
anger;ala ya no me toca el gordo enfadado
disgust;la doble moral todos defendiendo a mark anthony por su fama y demas pero si las muecas las hace el tata algun picotero o hasta el mismo silvestre que un dia por algo parecido le cayeron encima todos estarian hablando buena monda de burros y periqueros no nos iban a bajar pensativo
trust;manana me toca la tercera dosis avergonzado como les ha ido a ustedes
anger;al menos es curro para lo del ano que viene espacio espacio espacio pero mucho curro enfadado enfadado enfadado
disgust;que mania la de levantarme temprano innecesario frustrado
joy;amistad sincera para hacer de todo juntos sin rajar desconcertado
disgust;ya me canse de jugar el mismo jueguito de hace aprox hs frustrado
surprise;amigos por cierto el mancito que me estaba metiendo labia ya no me gusta creo que si es verdad eso de no te gusta solo estas ovulando pensativo
anger;ya salio el viejo ctm de la vega enfadado enfadado enfadado enfadado
surprise;me faltan capitulos para acabar alabasta avergonzado
joy;yo al beto soy un veridico payaso el beto si eres a clown you're the most beautiful clown yo messirve pulgar
anger;diciembre deja de sacarme plata desconcertado
anger;diiiiiosss por que tanta intensidad a esta hora lpmqlp enfadado
joy;le regale loteria de navidad a jordi ahora tenemos para irnos a comer aliviado
sadness;jajsjajsj digo porque se escucha rara la cancion le sacaron varios instrumentos pero me anda un solo lado de los auris desanimado desanimado
sadness;antes tenia mensajes sin contestar ahora tengo y entre mas se juntan mas me da hueva abrirlos y mas pena contestarlos frustrado
sadness;estoy confundidisima desconcertado
trust;pues no me ha tocado nada ya me podrias tocar tu frustrado
joy;casi adopto un perrito pero encontre su dueno y quedo en buenas manos relajado desanimado
sadness;ayer una amiga no estaba mostrando las tetas y la abuela nos vio que pena avergonzado
joy;comprar algo online y que te llegue al otro dia excelente servicio acuerdo
disgust;ya no puedo fantasmear a las personas enfadado
surprise;aterrado te ha tocado aterrado te ha tocado aterrado te ha tocado aterrado te ha tocado aterrado te ha tocado aterrado te ha tocado aterrado te ha tocado aterrado te ha tocado este gordo podria ser tuyo bebe
anticipation;pq pq chae se ve tan guapa ptmr envidio a los coreanos pena pena pena pena
anticipation;estas navidades quiero probar a cocinar nuevas recetas alguna idea frustrado
anger;anos defendiendo el spiderman de andrew para q ahora sea el favorito de todos enfadado enfadado os odio
surprise;he ido al aldi a comprar un roscon de reyes con la firme intencion de no comprar ninguna planta como creeis que ha acabado la cosa suspicaz
anger;tus perros ronquidos no me dejan dormir enfadado enfadado enfadado enfadado
joy;hace anos lo llamaba por su cumpleanos implorando implorando implorando ahora estan juntitos durmiendo relajado
joy;un vago que me atendio en un negocio me regalo un bombon excelente servicio pulgar aprobacion
disgust;la hora que es y ya empiezo a transpirar que asco maldecir
sadness;q complicado es responderle a las antis en ingles triste triste triste triste triste
sadness;ya no hay buenos dias bart solo dias frustrado
surprise;me compre hace un tiempo atras un perfume channel en la zofri me salio cara dije ctm la huea cara pero no importa trabajo y me saco la cresta ayer fui al mall en chillan mismo perfume channel pregunte valor y me dijo la nina
surprise;que alguien me explique por que sueno tanto con el avergonzado anoche nos sone en un restaurante japones y no dejaba de darle besos en toda la carita ush ya basta muy lindo y todo pero el esta lejos y no creo volver a vernos aunque ojala
trust;bueno hoy si va a ser un buen dia y nadie me hara amargar ni usted pinche senora que no me quiere alquilar el departamento pensativo
anticipation;se copa la plaza el y el desconcertado
joy;que buena pedita de cumpleanos adorar
sadness;loco puede ser que disney haga peliculas tan profundas me van a matarrrr triste triste
trust;la gente ay es que google nos escucha que chungo ansioso also la gente acepta todas las cookies acepta enviar todos los datos usa la misma contrasena para todo se abre cuentas en cualquier sitio y luego no las cierra se instala apps que rastrean hasta tu ubicacion
joy;uss en el cine me wa a ver el spayderman cara
disgust;me levante temprano para ir al centro porque tenia que comprar una sola cosa hasta que me acorde que e y esta todo explotado ansioso
disgust;yo hago verdes trabajando horas al dia hay gente nomas de huevona juzgando desde su sofa aliviado bendiciones pa todos jaja
surprise;no me lo creo me ha tocado me ha tocado me ha tocado la suerte de ser del villarreal comparte en tu muro si a ti tambien azul blanco azul billete
joy;que onda la gente que no le gusta quedarse solo en su casa es lo mas hermoso del mundo nadie te rompe las pelotas frustrado
anger;empezar el dia queriendo lavar ropa y que el lavarropas no este andando ya me estoy estresando enfadado
joy;dalila mili y sole pasaron navidad juntas implorando relajado relajado relajado
trust;estoy tratando de empezar a juzgar desde la intencion y no la accion es la unica forma de vivir tranquilo y de intentar entender al otro sonriendo
surprise;en que momento pase de recibir regalos a ser yo el mismisimo bengala papa noel bengala aterrado
surprise;el covid dijo pero como que volvi no entiendo si yo nunca me fui cara
sadness;puse la ss incorrecta triste
anger;estaba cocinando garbanzos ahorita y se me rego la sal triste igual me los comi relajado ahora tengo sed agotado
disgust;el diita se esta poniendo frustrado
trust;sera que enamoro a alguien en dias para pasar navidad juntos pensativo
anger;que intensa estoy porfavor desconcertado
joy;con sueno pero feliz adorar
anger;buenos dias hermano puedes dejar de abrirme la puerta para ver si estoy despierta enfadado
joy;en algun momento llegue a pensar que no merecia lo suficiente pero en el lugar correcto lo eres todo mal adorar
fear;no estoy preparada pero eso les da igual pulgar
disgust;cuando te encontras conocidos relajado en la fila para hisoparte implorando
sadness; euritos en la loteria de navidad sonriendo
disgust;otra vez mala no salgo de una que me meto en otra puto resfriado enfadado
joy;la 3er temp le den el desarrollo que merece pq la tqm amigos de pabko estan bien oendejos pero me hacen reir mucho jsjajajaja ay no yo amo mucho esta serie triste pd apenas me di cuenta que un amigo de pablo va a salir en bendita suegra pd2 me sorprendio ver a
joy;status civil sin un chele pero cero deudas y empleados felices y contentos con su doble y esa es la navidad feliz del jefe pulgar
anticipation;es mucho tres horas pensativo
sadness;me caga enfermarme porque no me puedo besukiar a mi novio triste
anger;de enero a la fecha mi dividendo ha subido lucas pensativo
joy;aterrado me ha tocado aterrado me ha tocadoooo aterrado me ha tocado aterrado me ha tocadoooo aterrado me ha tocado aterrado me ha tocadoooo me ha tocado la suerte de haberte conocido
surprise;traigo una cancion en mi mente y van dos dias que la escucho en la calle es como si leyeran mi mente desconcertado
sadness;despues vuelven las y se agarran a las pinas aliviado
surprise;los primeros minutos del capitulo cinco me dejaron cara
joy;buenos dias feliz miercoles relajado comic
anger;otro ano currando cabreado
joy;quedan dias para navidad avergonzado
sadness;a este paso me va a tocar comprar los regalos de navidad el de enero el tiempo no alcanza ansioso ansioso ansioso
joy;que lindo es ver el poder de dios sus respuestas son deslumbrantes gracias dios porque a mucho has dicho si orar relajado
sadness;si van a regalar juguetes o ropita en estas fechas por favor no suban fotos de las caritas de los ninos y personas es lo mas cruel que les pide su ego ayuden y nutran su corazon de bonitas vivencias se los juro que no pasa nada si no lo muestran a sus redes sociales aprobacion primavera
sadness;hace como dias que no como bien y hace como una semana que no duermo nada asi estoy caminante
joy;mi novio se la pasa comprandome alfajores gomitas helado mc donals todos los dias ta bien igual ni queria llegar al verano pulgar
joy;feliz miercoles de cosas maravillosas dijo aquella pipas ananas colores q de vdd les pasen cosas lindas aprobacion bengala
sadness;todavia me siento cansada ansioso jaja
sadness;no tengo permiso de mi papa aun pensativo
joy;buen dia para todo el mundo mundial happy wednesday bandera pulgar aprobacion
joy;estoy en el metro sentado frente a un chaval de o anos que esta leyendo un libro en papel hay esperanza sonriendo
anger;sino nag qrt enfadado enfadado enfadado enfadado enfadado
fear;bueno aparentemente en cordoba no estaria habiendo ni una persona sin covid colores colores colores colores pulgar pulgar pulgar
surprise; mins pa llegar aterrado
joy;pues a ver si hay suerte y vuelve a funcionar el agua caliente frustrado
joy;por fin se me vienen dando las buenas locoooo punetazo
joy;como regalos de navidad le compre a la emma desconcertado
anticipation;quiero un elote y una marquesita triste triste
joy;feliz dia mundial de la salud a todos fiesta
disgust;las forras llegan con el barbijo puesto de corpino pero se ponen alcohol en las manos eso si frustrado no les da la cabeza
disgust;te odio y te amo marvel triste
disgust;yo y mi costumbre de acostarme tarde cuando al otro dia me tengo que levantar temprano frustrado
sadness;actualmente estoy huyendo de los spoilers de spiderman no he tenido tiempo ansioso
anger;y el gordo callo a minutos de mi casa en un centro comercial y no compre numero ahi este ano cuando.lo ano siempre me cago en todo enfadado enfadado enfadado
disgust;el proximo que pida mi numero lo bloqueo enfadado caso cerrado
disgust;odio eterno al calor asqueroso enfadado
disgust;me estoy poniendo mala la gente se creera q es el covid pero esque a una le gusta salir un dia de lluvia sin paraguas pulgar
disgust;aja mucha risa y todo el video es buenisimo pero juan sebastian el maracucho del video del perro me parece damn cute enfadado enfadado enfadado mexicano
disgust;parishiiii emplaza a boric por los medios pero q se lo diga a la cara cara que venga y se lo diga a la cara
surprise; ya tenemos el gordo fiesta confeti cava
fear;temblo la tierra y fue bien fuerte aterrado
joy;no puedo creer que mas de 100mil personas han visto mis ultimas fotos desconcertado
joy;enganchado de rock nacional para viajar en tren aprobacion
sadness;maldita vacuna me tiene toda adolorida decepcionado decepcionado
disgust;probablemente habria mas posibilidades de que me toque la loteria hoy que de que me toque jean en cualquiera de los banners se hace de rogar la mujer eh cabreado
trust;me dio nostalgia ayer recordando con las muchachas lo felices que eramos en ese ansioso
surprise;porque las personas se estan aplicando refuerzo de pfizer y tienen sus dos dosis de atrazeneca pensativo
joy;a mi madre le ha tocado desconfiado
anger;no hay cosa que odie mas que la impuntualidad loco enfadado
joy;por cierto muchas gracias a todos por las felicitaciones aunque sea una tonteria a mi me hace feliz que os acordeis de mi aunque sea en twitter que paseis unas felices fiestas todos confeti
anger;me ha tocado seguir madrugando y cagandome en mi puta vida sonriendo adorar
anger;estoy controlando ver mis redes sociales de spiderman pero las notificaciones de las cuentas que sigo en youtube no colaboran vale maldecir
disgust;otra vez el mismo sueno frustrado
joy;por fin se ha puesto juanjo al dia con one piece y puedo comentarlo con el implorando implorando relajado relajado
joy;ya vieron que en mubeat pusieron a way que no fue promocionada asi que espero esten juntando votos pq nunca sabemos que puede pasar ademas el stream no es un dia pulgar
disgust;por mucho tiempo culpamos a disney pero el verdadero malvado fue james cameron al crear un personaje tan apasionado como jack dawson llorando pipas
disgust;como esta costando este dia ansioso
surprise;apoco todavia no se despiertan frustrado
sadness;no he ganado el gordo confeti
joy;una cabana paisaje nevado hogar encendido y mi gorro de mama noel pensalo fiesta
joy;aterrado me ha tocado aterrado me ha tocadoooo aterrado me ha tocado aterrado me ha tocadoooo aterrado me ha tocado la suerte de nacer murciano
joy;total el dinero no da la felicidad frustrado
trust;no solo honramos a dios trabajando adecuadamente pc en el tiempo y forma correctos sino tambien descansando y divirtiendonos adecuadamente aliviado en el tiempo y forma correctos el descanso importa y mucho
joy;buenos dias mundo cara
joy;feliz navidad y felices fiestas para todos los coleguillas de aqui un amistoso muy fuerte
disgust;tengo que dejar de salir todas las mananas de mi casa sin desayunar frustrado
disgust;que onda estan todos con coronavirus avergonzado
disgust;no tome ni mierda y por tomar un maldito trajo de bols no paro de vomitar triste triste
disgust;me hace gracia mayor numero de positivos de toda la pandemia menos numero de muertes en toda la pandemia alguien me da que esta metiendo todos los positivos que nos son de covid en el mismo saco desconfiado
trust;ahuevo quieren sacar a gertz manero desconfiado
disgust; de la manana esperando el colectivo para ir a trabajar que ya es mucho se acerca mi vecina a hablarme de la vida cabreado no reacciono
sadness;justo ahora se va a ir mi psicologa me tiene que analizar el suenooooo enfadado enfadado
joy;no importa luego ira a netflix aliviado
disgust;alv mucho tweet de influencer espanol que fue de fiesta diciendo que salio positivo covid estando vacunad s miedoso da que pensar y es que veo fotos y ni cubrebocas traen y de la distancia social ni hablamos
sadness; am despierto pero si sere hijo de puta tambien frustrado
anger;voy a vengarme de ese marica enfadado
surprise;ni parece que en dos dias es navidad pensativo
joy;llegue media hora antes a unos examenes medicos hablemos de puntualidad aliviado
surprise;numero integro en san pedro alcantara aterrado aterrado aterrado aterrado aterrado
sadness;entrando en los meses ya ansioso
anticipation;volver a bari con los viejos es hermoso pero a cambio tengo que entregar mi salud mental desconfiado
disgust;que peor sensacion es la impotencia cabreado
disgust;muchos a esta edad ni aun debutan o tienen menos que partidos en 1era sergio ya jugo en el club mas grande de su pais salio campeon metio en un clasico siendo nino lo compro el club mas poderoso del planeta fue a brasil mexico todo con anos aterrado
joy;yo en la fruteria me vende una sandia y jicama plis cuanto le debo pregunte nada es su navidad y feliz ano nuevo respondio la senora mis gestos en ese momento preocupado agradecido relajado
sadness;lo unico que quoero es estar bien decepcionado
joy;quiero hacerle un gol a tu corazon pero no me lo atajes por favor nota avergonzado
joy;por suerte ni me queme preocupado
disgust;el pp apoyo ayer en el senado a las lenguas cooficiales en espana o sea que apoya a los independentistas catalanes que no dejan hacer pipi a los ninos si no hablan catalan y tambien a eta me quedo muerta aterrado aterrado aterrado aterrado
disgust;buenos dias hoy admin esta en el colegio asi que se conecta mas tarde pueden llevar la dinamica como deseen o hacer roles de como quedaron sus monitos despues del hex o como se sienten en sus equipos si desean me y lo agrego al hilo principal acuerdo
disgust;pareces la policia nacional controlando quien te deja de seguir o no aflojaaa avergonzado
disgust;grave error tachar jamas me habia metido en ese tipo de charlas de audio hoy lo hice pero no caere otra vez descontento flojerita descansen relajado
trust;ya me voi a dormir xfavor que no me pierda una actualizacion de instagram de los chicos partido bai relajado
trust;oficialmente los ultimos entrenos del ano se acaban hoy a descansar hasta enero relajado arriba
disgust;me huele a empanada avergonzado
joy;me ha tocado en la loteria de navidad pfff podre tapar un par de agujeritos tontos fiesta fiesta confeti confeti cava
trust;querido papa noel este ano me he portado muy bien pero no quiero que me traigas nada al contrario te agradeceria si pudieras llevarte el covid de una vez por todas orar orar orar orar orar muchas gracias relajado
disgust;que bronca no puedo dormir frustrado
anger;buen momento para que las cordales duelan hdspm frustrado
disgust;soy tan impulsiva que despues de comprar pasajes senar dpto me estoy arrepintiendo ansioso ansioso
disgust;pienso en el baile y siempre la misma pregunta que mierda me pongo frustrado
trust;ahi voy relajado el viernes de diciembre a las mirare al cielo y dire hasta aki te kise hasta aki te ame hasta aki te espere adios pasado somnoliento
sadness;pedi un kebab y no me dijo amigo el repartidor sadge decepcionado
disgust;mis vecinos no dejan dormir porque tienen su musica de mierda a todo lo que da frustrado me siento como en obre cuando se enfiestaban afuera de mi depa
disgust;mae no ha dejado de llover todo el santo dia santo dios decepcionado
disgust;maldito aire acondicionado me levanto resfriada todas las mananas cabreado
disgust;y bueno los llegaron con dolor de rodilla desconfiado
joy;joven mami jesusito tiene villano rubias si que tiene si pero no vamos a hablar de el todavia frustrado
disgust;arrancamos la epoca de desayunar sambuchitos almorzar sambuchitos merendar y por supu cenar sambuchitos amistoso
